70	#RESOURCE_AREASET_TXT_000070#	191,103,213	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
71	#RESOURCE_AREASET_TXT_000071#	104,43,234	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
72	#RESOURCE_AREASET_TXT_000072#	224,199,62	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
73	#RESOURCE_AREASET_TXT_000073#	135,85,33	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
74	#RESOURCE_AREASET_TXT_000074#	63,178,57	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
75	#RESOURCE_AREASET_TXT_000075#	244,68,53	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
76	#RESOURCE_AREASET_TXT_000076#	210,198,243	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
77	#RESOURCE_AREASET_TXT_000077#	180,161,8	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
78	#RESOURCE_AREASET_TXT_000078#	236,209,143	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
79	#RESOURCE_AREASET_TXT_000079#	214,127,72	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
80	#RESOURCE_AREASET_TXT_000080#	162,178,52	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
81	#RESOURCE_AREASET_TXT_000081#	173,209,85	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
82	#RESOURCE_AREASET_TXT_000082#	77,53,71	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
83	#RESOURCE_AREASET_TXT_000083#	180,193,31	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
84	#RESOURCE_AREASET_TXT_000084#	36,137,84	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
85	#RESOURCE_AREASET_TXT_000085#	47,165,183	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
86	#RESOURCE_AREASET_TXT_000086#	206,97,41	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
87	#RESOURCE_AREASET_TXT_000087#	5,128,34	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
88	#RESOURCE_AREASET_TXT_000088#	252,129,141	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
89	#RESOURCE_AREASET_TXT_000089#	206,123,122	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
90	#RESOURCE_AREASET_TXT_000090#	36,76,89	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
91	#RESOURCE_AREASET_TXT_000091#	242,171,97	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
92	#RESOURCE_AREASET_TXT_000092#	164,230,2	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
93	#RESOURCE_AREASET_TXT_000093#	50,215,93	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
94	#RESOURCE_AREASET_TXT_000094#	94,11,153	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
95	#RESOURCE_AREASET_TXT_000095#	141,99,210	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
96	#RESOURCE_AREASET_TXT_000096#	103,157,130	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
97	#RESOURCE_AREASET_TXT_000097#	212,85,58	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
98	#RESOURCE_AREASET_TXT_000098#	61,57,42	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
99	#RESOURCE_AREASET_TXT_000099#	142,77,89	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
100	#RESOURCE_AREASET_TXT_000100#	114,221,104	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
101	#RESOURCE_AREASET_TXT_000101#	86,219,73	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
102	#RESOURCE_AREASET_TXT_000102#	132,5,100	3	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
103	#RESOURCE_AREASET_TXT_000103#	119,229,46	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
104	#RESOURCE_AREASET_TXT_000104#	77,55,210	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
105	#RESOURCE_AREASET_TXT_000105#	43,183,74	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
106	#RESOURCE_AREASET_TXT_000106#	183,214,241	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
107	#RESOURCE_AREASET_TXT_000107#	112,34,109	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
108	#RESOURCE_AREASET_TXT_000108#	97,231,199	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
109	#RESOURCE_AREASET_TXT_000109#	193,245,237	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
110	#RESOURCE_AREASET_TXT_000110#	16,236,40	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
111	#RESOURCE_AREASET_TXT_000111#	8,217,215	2	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
112	#RESOURCE_AREASET_TXT_000112#	234,9,226	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
113	#RESOURCE_AREASET_TXT_000113#	206,16,176	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
114	#RESOURCE_AREASET_TXT_000114#	23,233,130	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
115	#RESOURCE_AREASET_TXT_000115#	75,163,147	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
116	#RESOURCE_AREASET_TXT_000116#	98,47,35	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
117	#RESOURCE_AREASET_TXT_000117#	233,216,16	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
118	#RESOURCE_AREASET_TXT_000118#	178,186,187	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
119	#RESOURCE_AREASET_TXT_000119#	226,64,246	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
120	#RESOURCE_AREASET_TXT_000120#	77,244,121	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
121	#RESOURCE_AREASET_TXT_000121#	180,50,208	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
122	#RESOURCE_AREASET_TXT_000122#	11,59,239	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
123	#RESOURCE_AREASET_TXT_000123#	27,174,168	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
124	#RESOURCE_AREASET_TXT_000124#	134,144,185	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
125	#RESOURCE_AREASET_TXT_000125#	155,249,181	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
126	#RESOURCE_AREASET_TXT_000126#	153,139,227	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
127	#RESOURCE_AREASET_TXT_000127#	128,248,172	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
128	#RESOURCE_AREASET_TXT_000128#	215,108,251	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
129	#RESOURCE_AREASET_TXT_000129#	2,55,212	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
130	#RESOURCE_AREASET_TXT_000130#	79,134,69	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
131	#RESOURCE_AREASET_TXT_000131#	9,119,147	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
132	#RESOURCE_AREASET_TXT_000132#	14,103,20	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
133	#RESOURCE_AREASET_TXT_000133#	92,247,123	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
134	#RESOURCE_AREASET_TXT_000134#	17,178,140	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
135	#RESOURCE_AREASET_TXT_000135#	233,118,107	15	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
136	#RESOURCE_AREASET_TXT_000136#	215,42,65	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
137	#RESOURCE_AREASET_TXT_000137#	143,232,212	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
138	#RESOURCE_AREASET_TXT_000138#	19,182,75	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
139	#RESOURCE_AREASET_TXT_000139#	13,139,58	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
140	#RESOURCE_AREASET_TXT_000140#	137,56,156	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
141	#RESOURCE_AREASET_TXT_000141#	148,147,165	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
142	#RESOURCE_AREASET_TXT_000142#	53,30,26	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
143	#RESOURCE_AREASET_TXT_000143#	77,142,137	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
144	#RESOURCE_AREASET_TXT_000144#	80,99,145	13	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
145	#RESOURCE_AREASET_TXT_000145#	141,110,121	7	170,106,74	250,242,210	-1.0,-1.0,-1.0	0
146	#RESOURCE_AREASET_TXT_000146#	168,233,249	14	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
147	#RESOURCE_AREASET_TXT_000147#	235,233,76	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
148	#RESOURCE_AREASET_TXT_000148#	5,26,77	13	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
149	#RESOURCE_AREASET_TXT_000149#	145,55,140	7	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
150	#RESOURCE_AREASET_TXT_000150#	179,145,204	14	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
151	#RESOURCE_AREASET_TXT_000151#	224,85,56	13	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
152	#RESOURCE_AREASET_TXT_000152#	19,218,37	7	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
153	#RESOURCE_AREASET_TXT_000153#	31,26,88	14	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
154	#RESOURCE_AREASET_TXT_000154#	153,136,239	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
155	#RESOURCE_AREASET_TXT_000155#	253,159,209	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
156	#RESOURCE_AREASET_TXT_000156#	202,250,237	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
157	#RESOURCE_AREASET_TXT_000157#	205,141,85	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
158	#RESOURCE_AREASET_TXT_000158#	205,141,85	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
159	#RESOURCE_AREASET_TXT_000159#	141,137,58	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
160	#RESOURCE_AREASET_TXT_000160#	63,24,9	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
161	#RESOURCE_AREASET_TXT_000161#	232,1,240	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
162	#RESOURCE_AREASET_TXT_000162#	172,252,194	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
163	#RESOURCE_AREASET_TXT_000163#	75,127,19	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
164	#RESOURCE_AREASET_TXT_000164#	53,178,215	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
165	#RESOURCE_AREASET_TXT_000165#	17,172,123	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
166	#RESOURCE_AREASET_TXT_000166#	116,167,1	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
167	#RESOURCE_AREASET_TXT_000167#	250,140,244	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
168	#RESOURCE_AREASET_TXT_000168#	100,82,211	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
169	#RESOURCE_AREASET_TXT_000169#	185,181,196	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
170	#RESOURCE_AREASET_TXT_000170#	171,36,47	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
171	#RESOURCE_AREASET_TXT_000171#	243,100,210	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
172	#RESOURCE_AREASET_TXT_000172#	134,98,88	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
173	#RESOURCE_AREASET_TXT_000173#	95,196,47	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
174	#RESOURCE_AREASET_TXT_000174#	59,45,118	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
175	#RESOURCE_AREASET_TXT_000175#	88,238,205	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
176	#RESOURCE_AREASET_TXT_000176#	2,2,180	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
177	#RESOURCE_AREASET_TXT_000177#	122,97,10	7	114,148,155	255,255,255	-1.0,-1.0,-1.0	1
178	#RESOURCE_AREASET_TXT_000178#	217,104,215	7	114,148,155	255,255,255	-1.0,-1.0,-1.0	0
179	#RESOURCE_AREASET_TXT_000179#	239,134,60	11	114,148,155	255,255,255	-1.0,-1.0,-1.0	0
180	#RESOURCE_AREASET_TXT_000180#	128,128,128	14	114,148,155	255,255,255	-1.0,-1.0,-1.0	0
181	#RESOURCE_AREASET_TXT_000181#	180,40,8	10	114,148,155	255,255,255	-1.0,-1.0,-1.0	0
182	#RESOURCE_AREASET_TXT_000182#	13,75,166	6	114,148,155	255,255,255	-1.0,-1.0,-1.0	0
183	#RESOURCE_AREASET_TXT_000183#	122,97,10	9	114,148,155	255,255,255	-1.0,-1.0,-1.0	0
184	#RESOURCE_AREASET_TXT_000184#	208,205,156	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
185	#RESOURCE_AREASET_TXT_000185#	18,222,247	10	114,148,155	255,255,255	-1.0,-1.0,-1.0	0
186	#RESOURCE_AREASET_TXT_000186#	11,96,177	10	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
187	#RESOURCE_AREASET_TXT_000187#	111,97,12	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
188	#RESOURCE_AREASET_TXT_000188#	66,154,36	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
189	#RESOURCE_AREASET_TXT_000189#	146,17,37	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
190	#RESOURCE_AREASET_TXT_000190#	167,222,81	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
191	#RESOURCE_AREASET_TXT_000191#	110,71,198	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
192	#RESOURCE_AREASET_TXT_000192#	159,4,230	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
193	#RESOURCE_AREASET_TXT_000193#	184,7,111	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
194	#RESOURCE_AREASET_TXT_000194#	20,68,132	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
195	#RESOURCE_AREASET_TXT_000195#	14,154,24	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
196	#RESOURCE_AREASET_TXT_000196#	142,37,89	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
197	#RESOURCE_AREASET_TXT_000197#	92,158,57	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
198	#RESOURCE_AREASET_TXT_000198#	188,146,160	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
199	#RESOURCE_AREASET_TXT_000199#	122,153,85	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
200	#RESOURCE_AREASET_TXT_000200#	188,183,212	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
201	#RESOURCE_AREASET_TXT_000201#	39,136,46	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
202	#RESOURCE_AREASET_TXT_000202#	30,39,230	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
203	#RESOURCE_AREASET_TXT_000203#	161,20,96	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
204	#RESOURCE_AREASET_TXT_000204#	59,160,163	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
205	#RESOURCE_AREASET_TXT_000205#	135,58,94	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
206	#RESOURCE_AREASET_TXT_000206#	6,208,239	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
207	#RESOURCE_AREASET_TXT_000207#	107,14,201	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
208	#RESOURCE_AREASET_TXT_000208#	208,231,205	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
209	#RESOURCE_AREASET_TXT_000209#	77,93,71	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
210	#RESOURCE_AREASET_TXT_000210#	45,133,66	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
211	#RESOURCE_AREASET_TXT_000211#	220,120,137	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
212	#RESOURCE_AREASET_TXT_000212#	242,71,22	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
213	#RESOURCE_AREASET_TXT_000213#	24,38,222	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
214	#RESOURCE_AREASET_TXT_000214#	83,246,178	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
215	#RESOURCE_AREASET_TXT_000215#	95,133,110	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
216	#RESOURCE_AREASET_TXT_000216#	182,68,100	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
217	#RESOURCE_AREASET_TXT_000217#	252,142,62	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
218	#RESOURCE_AREASET_TXT_000218#	95,164,116	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
219	#RESOURCE_AREASET_TXT_000219#	150,223,125	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
220	#RESOURCE_AREASET_TXT_000220#	220,117,39	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
221	#RESOURCE_AREASET_TXT_000221#	235,100,228	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
222	#RESOURCE_AREASET_TXT_000222#	189,36,220	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
223	#RESOURCE_AREASET_TXT_000223#	114,38,80	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
224	#RESOURCE_AREASET_TXT_000224#	89,227,210	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
225	#RESOURCE_AREASET_TXT_000225#	19,196,198	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
226	#RESOURCE_AREASET_TXT_000226#	4,60,208	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
227	#RESOURCE_AREASET_TXT_000227#	222,132,209	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
228	#RESOURCE_AREASET_TXT_000228#	231,61,7	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
229	#RESOURCE_AREASET_TXT_000229#	92,216,119	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
230	#RESOURCE_AREASET_TXT_000230#	130,18,104	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
231	#RESOURCE_AREASET_TXT_000231#	201,212,70	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
